id,name,latitude,longitude,locality,state,country
USC00361705 , CONFLUENCE 1 SW DAM , 39.7994 , -79.3664 , Confluence , PA , United States
USC00362183 , DONEGAL 2 NW , 40.1275 , -79.4058 , Acme , PA , United States
USC00362190 , DONORA 1 SW , 40.1636 , -79.8694 , Monongahela , PA , United States
USC00362942 , FORD CITY 4 S DAM , 40.7131 , -79.5144 , Ford City , PA , United States
USC00363632 , HAMBURG , 40.5511 , -75.9914 , Hamburg , PA , United States
USC00363758 , HAWLEY 1 E , 41.4764 , -75.1653 , Hawley , PA , United States
USC00364214 , INDIANA 3 SE , 40.5972 , -79.1186 , Indiana , PA , United States
USC00364325 , JAMESTOWN 2 NW , 41.4992 , -80.4681 , Jamestown , PA , United States
USC00364432 , KANE 1NNE , 41.6767 , -78.8036 , Kane , PA , United States
USC00364763 , LANCASTER 2NE FLTR PLT , 40.05 , -76.2742 , Lancaster , PA , United States
USC00364778 , LANDISVILLE 2 NW , 40.1167 , -76.4333 , Manheim , PA , United States
USC00364992 , LEWISTOWN , 40.5864 , -77.5692 , Lewistown , PA , United States
USC00365050 , LINESVILLE 1 S , 41.6458 , -80.425 , Linesville , PA , United States
USC00365390 , MARCUS HOOK , 39.8253 , -75.4283 , Linwood , PA , United States
USC00366194 , NESHAMINY FALLS , 40.1358 , -74.955 , Bensalem , PA , United States
USC00366233 , NEW CASTLE 1 N , 41.0172 , -80.3614 , New Castle , PA , United States
USC00366370 , NORRISTOWN , 40.1197 , -75.3583 , Norristown , PA , United States
USC00366927 , PHOENIXVILLE 1 E , 40.12 , -75.5011 , Phoenixville , PA , United States
USC00367029 , PLEASANT MT 1 W , 41.7394 , -75.4464 , Pleasant Mount , PA , United States
USC00367229 , PUTNEYVILLE 2 SE DAM , 40.9247 , -79.2803 , New Bethlehem , PA , United States
USC00367477 , RIDGWAY , 41.4197 , -78.7492 , Ridgway , PA , United States
USC00367782 , SALINA 3 W , 40.51 , -79.5458 , Saltsburg , PA , United States
USC00367931 , SELINSGROVE 2 S , 40.7831 , -76.8617 , Port Trevorton , PA , United States
USC00368073 , SHIPPENSBURG , 40.0589 , -77.5214 , Shippensburg , PA , United States
USC00368184 , SLIPPERY ROCK 1 SSW , 41.0558 , -80.06 , Slippery Rock , PA , United States
USC00368449 , STATE COLLEGE , 40.7933 , -77.8672 , State College , PA , United States
USC00368596 , STROUDSBURG , 41.0125 , -75.1906 , East Stroudsburg , PA , United States
USC00368873 , TIONESTA 2 SE LAKE , 41.4792 , -79.4433 , Tionesta , PA , United States
USC00368888 , TITUSVILLE WTR WKS , 41.63 , -79.6931 , Titusville , PA , United States
USC00368905 , TOWANDA 1 S , 41.7511 , -76.4431 , Towanda , PA , United States
USC00369050 , UNIONTOWN 1 NE , 39.915 , -79.7192 , Uniontown , PA , United States
USC00369298 , WARREN , 41.8467 , -79.1494 , Warren , PA , United States
USC00369367 , WAYNESBURG 1 E , 39.8986 , -80.1656 , Waynesburg , PA , United States
USC00369408 , WELLSBORO 4 SW , 41.7003 , -77.3894 , Wellsboro , PA , United States
USC00369464 , WEST CHESTER 2 NW , 39.9708 , -75.635 , West Chester , PA , United States
USC00369933 , YORK 3 SSW PUMP STN , 39.9167 , -76.75 ,  , PA , United States
USC00380448 , BAMBERG , 33.3 , -81.0306 , Bamberg , SC , United States
USC00380736 , BISHOPVILLE 1ENE , 34.2169 , -80.2392 , Bishopville , SC , United States
USC00381093 , BROOKGREEN GARDENS , 33.5214 , -79.0975 , Pawleys Island , SC , United States
USC00381277 , CALHOUN FALLS , 34.0906 , -82.5883 , Calhoun Falls , SC , United States
USC00381588 , CHERAW , 34.7319 , -79.8833 , Cheraw , SC , United States
USC00381633 , CHESTER 1 SE , 34.6847 , -81.1958 , Chester , SC , United States
USC00381726 , CLARKS HILL 1 W , 33.6631 , -82.1897 , Clarks Hill , SC , United States
USC00381770 , CLEMSON UNIV , 34.6603 , -82.8236 , Clemson , SC , United States
USC00381944 , COLUMBIA UNIV OF SC , 33.9831 , -81.0167 , Columbia , SC , United States
USC00381997 , CONWAY , 33.8314 , -79.0558 , Conway , SC , United States
USC00382386 , DILLON , 34.4092 , -79.3564 , Dillon , SC , United States
USC00382730 , EDISTO BEACH STATE PARK , 32.505 , -80.2947 , Edisto Island , SC , United States
USC00383111 , FLORENCE 8 NE , 34.2933 , -79.74 , Darlington , SC , United States
USC00384607 , JOHNSTON 4 SW , 33.7775 , -81.8467 , Johnston , SC , United States
USC00384886 , LAKE CITY 2 SE , 33.8642 , -79.7297 , Lake City , SC , United States
USC00385017 , LAURENS , 34.4989 , -82.0219 , Laurens , SC , United States
USC00385200 , LITTLE MTN , 34.1942 , -81.415 , Little Mountain , SC , United States
USC00385278 , LONG CREEK , 34.7975 , -83.2678 , Mountain Rest , SC , United States
USC00385633 , MCCOLL 3 NNW , 34.7056 , -79.5683 , McColl , SC , United States
USC00386209 , NEWBERRY , 34.2978 , -81.6236 , Newberry , SC , United States
USC00386527 , ORANGEBURG 2 , 33.4886 , -80.8733 , Orangeburg , SC , United States
USC00386688 , PARR , 34.2931 , -81.3181 , Jenkinsville , SC , United States
USC00386831 , PICKENS , 34.8814 , -82.7189 , Pickens , SC , United States
USC00387666 , SANDHILL RSCH ELGIN , 34.1419 , -80.87 , Columbia , SC , United States
USC00387722 , SANTUCK , 34.635 , -81.5206 , Union , SC , United States
USC00388405 , SULLIVANS ISLAND , 32.76 , -79.8489 , Sullivan's Island , SC , United States
USC00388426 , SUMMERVILLE 4W , 33.0367 , -80.2325 , Summerville , SC , United States
USC00388440 , SUMTER , 33.9364 , -80.3569 , Sumter , SC , United States
USC00388786 , UNION 8 S , 34.6053 , -81.6628 , Union , SC , United States
USC00388887 , WALHALLA , 34.7544 , -83.075 , Walhalla , SC , United States
USC00388922 , WALTERBORO 1 SW , 32.8847 , -80.6761 , Walterboro , SC , United States
USC00389327 , WINNSBORO , 34.3739 , -81.0928 , Winnsboro , SC , United States
USC00389350 , WINTHROP UNIV , 34.9381 , -81.0317 , Rock Hill , SC , United States
USC00389469 , YEMASSEE , 32.6803 , -80.8419 , Yemassee , SC , United States
USC00390043 , ACADEMY 2NE , 43.4892 , -99.0631 , Platte , SD , United States
USC00390128 , ALEXANDRIA , 43.6514 , -97.7847 , Alexandria , SD , United States
USC00390236 , ARDMORE 1 NW , 43.03 , -103.66 , Edgemont , SD , United States
USC00390559 , BELLE FOURCHE , 44.6714 , -103.8511 , Belle Fourche , SD , United States
USC00390701 , BISON , 45.5286 , -102.465 , Bison , SD , United States
USC00391032 , BRIDGEWATER , 43.5525 , -97.5017 , Bridgewater , SD , United States
USC00391049 , BRITTON , 45.7908 , -97.75 , Britton , SD , United States
USC00391076 , BROOKINGS 2 NE , 44.3253 , -96.7686 , Brookings , SD , United States
USC00391294 , CAMP CROOK , 45.5489 , -103.9744 , Camp Crook , SD , United States
USC00391392 , CANTON , 43.3056 , -96.5917 , Canton , SD , United States
USC00391579 , CENTERVILLE 6 SE , 43.0431 , -96.9033 , Beresford , SD , United States
USC00391873 , COLUMBIA 8 N , 45.725 , -98.3 , Columbia , SD , United States
USC00391972 , COTTONWOOD 2 E , 43.9611 , -101.8606 , Quinn , SD , United States
USC00392302 , DE SMET , 44.3867 , -97.5606 , De Smet , SD , United States
USC00392429 , DUPREE , 45.0469 , -101.605 , Dupree , SD , United States
USC00392927 , FAULKTON 1 NW , 45.0364 , -99.1342 , Faulkton , SD , United States
USC00392984 , FLANDREAU , 44.0517 , -96.5928 , Flandreau , SD , United States
USC00393029 , FORESTBURG 4 NNE , 44.0686 , -98.0833 , Artesian , SD , United States
USC00393069 , FT MEADE , 44.41 , -103.4775 ,  , SD , United States
USC00393294 , GETTYSBURG , 45.0194 , -99.9403 , Gettysburg , SD , United States
USC00393316 , GLAD VALLEY 2 W , 45.4178 , -101.81 , Meadow , SD , United States
USC00393452 , GREGORY , 43.2356 , -99.4339 , Gregory , SD , United States
USC00393832 , HIGHMORE 1 W , 44.5222 , -99.455 , Highmore , SD , United States
USC00394037 , HOWARD , 44.0122 , -97.5242 , Howard , SD , United States
USC00394184 , INTERIOR 3 NE , 43.7483 , -101.9414 , Interior , SD , United States
USC00394206 , IPSWICH , 45.4478 , -99.0383 , Ipswich , SD , United States
USC00394516 , KENNEBEC , 43.9072 , -99.8628 , Kennebec , SD , United States
USC00394834 , LEAD , 44.3533 , -103.7714 , Lead , SD , United States
USC00394864 , LEMMON , 45.9397 , -102.1575 , Lemmon , SD , United States
USC00395048 , LUDLOW 3 SSE , 45.785 , -103.3719 , Ludlow , SD , United States
USC00395281 , MARTIN , 43.1803 , -101.7386 , Martin , SD , United States
USC00395381 , MC INTOSH 6 SE , 45.8383 , -101.2767 , Mc Intosh , SD , United States
USC00395456 , MELLETTE 4 W , 45.155 , -98.5825 , Northville , SD , United States
USC00395481 , MENNO , 43.2358 , -97.5714 , Menno , SD , United States
USC00395544 , MILESVILLE 5 NE , 44.5208 , -101.6192 , Milesville , SD , United States
USC00395561 , MILLER , 44.5178 , -98.9814 , Miller , SD , United States
USC00395638 , MISSION 14 S , 43.1114 , -100.6083 , Valentine , SD , United States
USC00395691 , MOBRIDGE 2NNW , 45.5656 , -100.4489 , Mobridge , SD , United States
USC00395891 , MURDO , 43.8894 , -100.7078 , Murdo , SD , United States
USC00396054 , NEWELL , 44.7158 , -103.4275 , Newell , SD , United States
USC00396212 , OELRICHS , 43.1878 , -103.2372 , Oelrichs , SD , United States
USC00396292 , ONIDA 4 NW , 44.7317 , -100.1447 , Onida , SD , United States
USC00396427 , PACTOLA DAM , 44.0622 , -103.4819 , Rapid City , SD , United States
USC00396574 , PICKSTOWN , 43.0689 , -98.5325 , Lake Andes , SD , United States
USC00396712 , POLLOCK , 45.9042 , -100.2875 , Pollock , SD , United States
USC00396947 , RAPID CITY 4NW , 44.115 , -103.2828 , Rapid City , SD , United States
USC00397545 , SELBY , 45.51 , -100.0356 , Selby , SD , United States
USC00397742 , SISSETON , 45.6656 , -97.0392 , Sisseton , SD , United States
USC00397882 , SPEARFISH , 44.5139 , -103.8722 , Spearfish , SD , United States
USC00398116 , SUMMIT 1 W , 45.3036 , -97.0625 , Summit , SD , United States
USC00398307 , TIMBER LAKE , 45.4283 , -101.0764 , Timber Lake , SD , United States
USC00398472 , TYNDALL , 42.9919 , -97.8703 , Tyndall , SD , United States
USC00398622 , VERMILLION 2 SE , 42.7625 , -96.9194 , Vermillion , SD , United States
USC00398911 , WASTA , 44.0697 , -102.4478 , Wasta , SD , United States
USC00398980 , WAUBAY NWR , 45.4247 , -97.3269 , Waubay , SD , United States
USC00399004 , WEBSTER , 45.3331 , -97.5228 , Webster , SD , United States
USC00399232 , WHITE LAKE , 43.7292 , -98.7131 , White Lake , SD , United States
USC00399367 , WINNER , 43.3686 , -99.8403 , Winner , SD , United States
USC00399442 , WOOD , 43.4978 , -100.4794 , Wood , SD , United States
USC00400081 , ALLARDT , 36.3806 , -84.8744 , Jamestown , TN , United States
USC00400876 , BOLIVAR WTR WKS , 35.2622 , -88.9892 , Bolivar , TN , United States
USC00401790 , CLARKSVILLE WWTP , 36.5472 , -87.3353 , Clarksville , TN , United States
USC00401808 , CLEVELAND FLTR PLT , 35.2203 , -84.7981 , Cleveland , TN , United States
USC00401957 , COLUMBIA 3 WNW , 35.6381 , -87.0864 , Columbia , TN , United States
USC00402009 , COOKEVILLE , 36.1075 , -85.5033 , Cookeville , TN , United States
USC00402108 , COVINGTON 3 SW , 35.5497 , -89.7 , Brighton , TN , United States
USC00402202 , CROSSVILLE ED & RESEARCH , 36.0147 , -85.1314 , Crossville , TN , United States
USC00402360 , DAYTON 2SE , 35.4717 , -84.9947 , Dayton , TN , United States
USC00402489 , DICKSON , 36.075 , -87.3958 , Dickson , TN , United States
USC00402589 , DOVER 1 W , 36.4819 , -87.8628 , Dover , TN , United States
USC00402600 , DRESDEN , 36.2836 , -88.7064 , Dresden , TN , United States
USC00403074 , FAYETTEVILLE WTP , 35.15 , -86.5411 , Fayetteville , TN , United States
USC00403280 , FRANKLIN SEWAGE PLT , 35.9417 , -86.8686 , Franklin , TN , United States
USC00403420 , GATLINBURG 2 SW , 35.6878 , -83.5369 , Gatlinburg , TN , United States
USC00403679 , GREENEVILLE EXP STN , 36.1056 , -82.8436 , Greeneville , TN , United States
USC00404561 , JACKSON EXP STN , 35.6214 , -88.8456 , Jackson , TN , United States
USC00404858 , KINGSPORT , 36.5194 , -82.5275 , Kingsport , TN , United States
USC00404987 , LAFAYETTE , 36.5192 , -86.03 , Lafayette , TN , United States
USC00405089 , LAWRENCEBURG FILT PLT , 35.2436 , -87.3508 , Lawrenceburg , TN , United States
USC00405187 , LEWISBURG EXP STN , 35.4139 , -86.8086 , Lewisburg , TN , United States
USC00405681 , MARTIN U OF T BRANCH E , 36.3444 , -88.8636 , Martin , TN , United States
USC00405882 , MC MINNVILLE , 35.6722 , -85.7811 , McMinnville , TN , United States
USC00406012 , MILAN EXP STN , 35.9328 , -88.7267 , Milan , TN , United States
USC00406162 , MONTEAGLE , 35.2244 , -85.8417 , Monteagle , TN , United States
USC00406292 , MTN CITY 2 , 36.4739 , -81.8033 , Mountain City , TN , United States
USC00406340 , MT PLEASANT 1N , 35.5572 , -87.2019 , Mount Pleasant , TN , United States
USC00406371 , MURFREESBORO 5 N , 35.9203 , -86.3728 , Murfreesboro , TN , United States
USC00406534 , NEWPORT 1 NW , 35.9833 , -83.2008 , Newport , TN , United States
USC00406619 , NORRIS , 36.2131 , -84.0603 , Andersonville , TN , United States
USC00406829 , ONEIDA , 36.5028 , -84.5308 , Oneida , TN , United States
USC00406977 , PARIS 2 SE , 36.2872 , -88.2958 , Paris , TN , United States
USC00407359 , PORTLAND SEWAGE PLT , 36.5875 , -86.5258 , Portland , TN , United States
USC00407459 , PULASKI WWTP , 35.1842 , -87.0422 , Pulaski , TN , United States
USC00407884 , ROGERSVILLE 1 NE , 36.4161 , -82.9839 , Rogersville , TN , United States
USC00408065 , SAMBURG WR , 36.4528 , -89.3028 , Union City , TN , United States
USC00408108 , SAVANNAH 6 SW , 35.1525 , -88.3214 , Shiloh , TN , United States
USC00408160 , SELMER , 35.1647 , -88.5994 , Selmer , TN , United States
USC00408179 , SEVIERVILLE , 35.9297 , -83.5983 , Sevierville , TN , United States
USC00408246 , SHELBYVILLE WATER DEPT , 35.4922 , -86.4775 , Shelbyville , TN , United States
USC00408562 , SPRINGFIELD EXP STN , 36.4711 , -86.8414 , Springfield , TN , United States
USC00409155 , TULLAHOMA , 35.3453 , -86.2089 , Tullahoma , TN , United States
USC00409866 , WOODBURY 1 WNW , 35.8375 , -86.0894 , Woodbury , TN , United States
USC00410235 , ANAHUAC , 29.7878 , -94.6342 , Anahuac , TX , United States
USC00410257 , ANGLETON 2 W , 29.1572 , -95.4592 , Angleton , TX , United States
USC00410268 , ANSON , 32.7667 , -99.89 , Anson , TX , United States
USC00410493 , BALLINGER 2 NW , 31.7414 , -99.9764 , Ballinger , TX , United States
USC00410498 , BALMORHEA , 30.9844 , -103.7403 , Balmorhea , TX , United States
USC00410569 , BAY CITY WTR WKS , 28.9797 , -95.975 , Bay City , TX , United States
USC00410586 , BAYTOWN , 29.9142 , -94.9908 , Crosby , TX , United States
USC00410611 , BEAUMONT CITY , 30.0969 , -94.0997 , Beaumont , TX , United States
USC00410613 , BEAUMONT RSCH CTR , 30.0689 , -94.2928 , Beaumont , TX , United States
USC00410639 , BEEVILLE 5 NE , 28.4575 , -97.7061 , Beeville , TX , United States
USC00410691 , BENBROOK DAM , 32.6475 , -97.4439 , Fort Worth , TX , United States
USC00410832 , BLANCO , 30.1061 , -98.4286 , Blanco , TX , United States
USC00410902 , BOERNE , 29.7986 , -98.7353 , Boerne , TX , United States
USC00410923 , BONHAM 3NNE , 33.6403 , -96.1661 , Bonham , TX , United States
USC00410958 , BORGER , 35.6364 , -101.4542 , Borger , TX , United States
USC00410984 , BOWIE , 33.5511 , -97.8472 , Bowie , TX , United States
USC00411007 , BRACKETTVILLE , 29.3167 , -100.4144 , Brackettville , TX , United States
USC00411017 , BRADY , 31.1444 , -99.3492 , Brady , TX , United States
USC00411042 , BRECKENRIDGE , 32.75 , -98.9017 , Breckenridge , TX , United States
USC00411048 , BRENHAM , 30.1592 , -96.3972 , Brenham , TX , United States
USC00411063 , BRIDGEPORT , 33.2064 , -97.7761 , Bridgeport , TX , United States
USC00411128 , BROWNFIELD #2 , 33.1908 , -102.2681 , Brownfield , TX , United States
USC00411138 , BROWNWOOD 2ENE , 31.7383 , -98.9456 , Early , TX , United States
USC00411250 , BURNET , 30.7586 , -98.2339 , Burnet , TX , United States
USC00411486 , CARRIZO SPRINGS 3S , 28.4894 , -99.8733 , Carrizo Springs , TX , United States
USC00411500 , CARTHAGE , 32.1614 , -94.3397 , Carthage , TX , United States
USC00411578 , CENTER , 31.8075 , -94.1642 , Center , TX , United States
USC00411596 , CENTERVILLE , 31.2581 , -95.9744 , Centerville , TX , United States
USC00411715 , CHISOS BASIN , 29.2703 , -103.3003 , Big Bend National Park , TX , United States
USC00411800 , CLEBURNE , 32.3139 , -97.4061 , Cleburne , TX , United States
USC00411875 , COLEMAN , 31.8281 , -99.4339 , Coleman , TX , United States
USC00411956 , CONROE , 30.3303 , -95.4831 , Conroe , TX , United States
USC00412019 , CORSICANA , 32.1225 , -96.4867 , Corsicana , TX , United States
USC00412082 , CRANE , 31.4072 , -102.3578 , Crane , TX , United States
USC00412114 , CROCKETT , 31.3072 , -95.4508 , Crockett , TX , United States
USC00412121 , CROSBYTON , 33.6517 , -101.245 , Crosbyton , TX , United States
USC00412173 , CUERO , 29.0892 , -97.3433 , Cuero , TX , United States
USC00412225 , DAINGERFIELD 9 S , 32.9203 , -94.7225 , Daingerfield , TX , United States
USC00412266 , DANEVANG 1 W , 29.0567 , -96.2319 , El Campo , TX , United States
USC00412394 , DENISON DAM , 33.8167 , -96.5667 , Denison , TX , United States
USC00412404 , DENTON 2 SE , 33.1992 , -97.105 , Denton , TX , United States
USC00412617 , DUMAS , 35.8731 , -101.9725 , Dumas , TX , United States
USC00412679 , EAGLE PASS 3N , 28.7569 , -100.4792 , Eagle Pass , TX , United States
USC00412741 , EDEN , 31.2208 , -99.8494 , Eden , TX , United States
USC00412906 , ENCINAL , 27.9775 , -99.3847 , Encinal , TX , United States
USC00413063 , FALFURRIAS , 27.1353 , -98.1203 , Falfurrias , TX , United States
USC00413183 , FLATONIA 4SE , 29.6339 , -97.0644 , Flatonia , TX , United States
USC00413214 , FLOYDADA , 33.985 , -101.3339 , Floydada , TX , United States
USC00413225 , FOLLETT , 36.4328 , -100.1369 , Follett , TX , United States
USC00413280 , FT STOCKTON , 30.9072 , -102.9153 , Fort Stockton , TX , United States
USC00413299 , FOWLERTON , 28.5033 , -98.8392 , Fowlerton , TX , United States
USC00413329 , FREDERICKSBURG , 30.2392 , -98.9089 , Fredericksburg , TX , United States
USC00413340 , FREEPORT 2 NW , 28.9844 , -95.3808 , Freeport , TX , United States
USC00413485 , GATESVILLE , 31.4144 , -97.7019 , Gatesville , TX , United States
USC00413618 , GOLIAD , 28.6617 , -97.385 , Goliad , TX , United States
USC00413668 , GRAHAM , 33.1203 , -98.5669 , Graham , TX , United States
USC00413691 , GRAPEVINE DAM , 32.9506 , -97.0553 , Grapevine , TX , United States
USC00413734 , GREENVILLE KGVL RADIO , 33.1678 , -96.0983 , Greenville , TX , United States
USC00413873 , HALLETTSVILLE 2 N , 29.4706 , -96.9397 , Hallettsville , TX , United States
USC00413943 , HARLINGEN , 26.2028 , -97.6728 , Harlingen , TX , United States
USC00413992 , HASKELL , 33.1578 , -99.7456 , Haskell , TX , United States
USC00414081 , HENDERSON , 32.1808 , -94.7964 , Henderson , TX , United States
USC00414098 , HEREFORD , 34.8172 , -102.4003 , Hereford , TX , United States
USC00414254 , HONDO , 29.3364 , -99.1383 , Hondo , TX , United States
USC00414278 , HORDS CREEK DAM , 31.8456 , -99.5606 , Coleman , TX , United States
USC00414517 , JACKSBORO , 33.2206 , -98.1561 , Jacksboro , TX , United States
USC00414670 , JUNCTION 4SSW , 30.4453 , -99.8045 , Junction , TX , United States
USC00414810 , KINGSVILLE , 27.5311 , -97.8497 , Kingsville , TX , United States
USC00415013 , LAMESA 1 SSE , 32.7228 , -101.9456 , Lamesa , TX , United States
USC00415094 , LAVON DAM , 33.0353 , -96.4861 , Wylie , TX , United States
USC00415183 , LEVELLAND , 33.55 , -102.3758 , Levelland , TX , United States
USC00415196 , LIBERTY , 30.0592 , -94.795 , Liberty , TX , United States
USC00415271 , LIVINGSTON 2 NNE , 30.7394 , -94.9256 , Livingston , TX , United States
USC00415272 , LLANO , 30.7425 , -98.6542 , Llano , TX , United States
USC00415429 , LULING , 29.6756 , -97.6578 , Luling , TX , United States
USC00415477 , MADISONVILLE , 30.9392 , -95.9203 , Madisonville , TX , United States
USC00415579 , MARATHON , 30.1925 , -103.2717 , Marathon , TX , United States
USC00415611 , MARLIN 3 NE , 31.3336 , -96.8581 , Marlin , TX , United States
USC00415650 , MASON , 30.7478 , -99.2306 , Mason , TX , United States
USC00415658 , MATADOR , 34.0044 , -100.825 , Matador , TX , United States
USC00415659 , MATAGORDA NO 2 , 28.6836 , -95.9733 , Matagorda , TX , United States
USC00415701 , MCALLEN , 26.1917 , -98.2511 , McAllen , TX , United States
USC00415707 , MCCAMEY , 31.1331 , -102.2217 , McCamey , TX , United States
USC00415721 , MCCOOK , 26.565 , -98.1236 , Edinburg , TX , United States
USC00415822 , MENARD , 30.9144 , -99.7958 , Menard , TX , United States
USC00415891 , MIDLAND 4 ENE , 32.0186 , -102.0258 , Midland , TX , United States
USC00416104 , MT LOCKE , 30.7053 , -104.0233 , Fort Davis , TX , United States
USC00416135 , MULESHOE #1 , 34.2192 , -102.7328 , Muleshoe , TX , United States
USC00416276 , NEW BRAUNFELS , 29.7192 , -98.1189 , New Braunfels , TX , United States
USC00416368 , NIXON , 29.2283 , -97.7675 , Nixon , TX , United States
USC00416644 , OLTON , 34.1797 , -102.1356 , Olton , TX , United States
USC00416734 , OZONA , 30.7169 , -101.2061 , Ozona , TX , United States
USC00416792 , PANTHER JUNCTION , 29.3272 , -103.2061 , Big Bend National Park , TX , United States
USC00416794 , PARIS , 33.6744 , -95.5586 , Paris , TX , United States
USC00416879 , PEARSALL , 28.8889 , -99.0897 , Pearsall , TX , United States
USC00417020 , PIERCE 1 E , 29.2353 , -96.1817 , El Campo , TX , United States
USC00417074 , PLAINS , 33.1869 , -102.8281 , Plains , TX , United States
USC00417079 , PLAINVIEW , 34.1892 , -101.7022 , Plainview , TX , United States
USC00417140 , POINT COMFORT , 28.6575 , -96.5553 , Point Comfort , TX , United States
USC00417179 , PORT ISABEL , 26.0942 , -97.3094 , Laguna Vista , TX , United States
USC00417184 , PORT MANSFIELD , 26.5578 , -97.4264 , Port Mansfield , TX , United States
